"CODUSU";"NRO_HOGAR";"REALIZADA";"ANO4";"TRIMESTRE";"AGLOMERADO";"POND_TIC";"IH_II_01";"IH_II_02"
"TQRMNOPPWHMKKRCDEFPCH00809550";1;1;2023;4;9;103;2;2
"TQRMNOPSPHMMLMCDEFPCH00809529";1;1;2023;4;9;116;2;2
"TQRMNOPWXHKNLMCDEFPCH00788418";1;1;2023;4;9;120;2;2
"TQRMNOPXRHKOKOCDEFPCH00788430";1;1;2023;4;9;101;2;2
"TQRMNOQRPHKOLPCDEFPCH00794069";1;1;2023;4;9;160;2;2
"TQRMNOQSQHLMKQCDEFPCH00852473";1;1;2023;4;9;118;2;2
"TQRMNOQSXHJMKQCDEFPCH00797327";1;1;2023;4;9;124;2;2
"TQRMNOQVUHLNKTCDEFPCH00852545";1;1;2023;4;9;96;2;2
"TQRMNOQXUHKKKUCDEFPCH00809543";1;1;2023;4;9;154;2;2
"TQRMNORPPHKOLOCDEFPCH00794182";1;1;2023;4;9;179;2;2
"TQRMNOSQTHLOKSCDEFPCH00852494";1;1;2023;4;9;136;2;2
"TQRMNOSXRHLOLPCDEFPCH00852465";1;1;2023;4;9;388;2;2
"TQRMNOTPWHJNLLCDEFPCH00795014";1;1;2023;4;9;100;2;2
"TQRMNOTTPHJNLLCDEFPCH00796057";1;1;2023;4;9;100;2;2
"TQRMNOTURHMOKMCDEFPCH00809579";1;1;2023;4;9;252;2;2
"TQRMNOTYQHMLKPCDEFPCH00852538";1;1;2023;4;9;149;2;2
"TQRMNOPQPHLMLPCDEGGFB00852705";1;1;2023;4;10;403;2;2
"TQRMNOPSSHMKKOCDEGGFB00809627";1;1;2023;4;10;292;2;2
"TQRMNOPSUHLNLUCDEGGFB00852556";1;1;2023;4;10;455;2;2
"TQRMNOPUVHLMKMCDEGGFB00852602";1;1;2023;4;10;694;2;2
"TQRMNOPVSHLNMLCDEGGFB00852654";1;1;2023;4;10;394;2;2
"TQRMNOPXRHJLKOCDEGGFB00794522";1;1;2023;4;10;405;2;2
"TQRMNOPYSHLNMLCDEGGFB00852594";1;1;2023;4;10;569;2;2
"TQRMNOQPRHMNLNCDEGGFB00809731";1;1;2023;4;10;460;2;2
"TQRMNOQRVHMMKSCDEGGFB00809752";1;1;2023;4;10;434;2;2
"TQRMNOQSRHLMLLCDEGGFB00852648";1;1;2023;4;10;385;2;2
"TQRMNOQSSHKNKPCDEGGFB00788600";1;1;2023;4;10;380;2;2
"TQRMNOQTQHKKKMCDEGGFB00788699";1;1;2023;4;10;563;2;2
"TQRMNOQWSHJOMLCDEGGFB00797458";1;1;2023;4;10;549;2;2
"TQRMNOQWVHJOKNCDEGGFB00796948";1;1;2023;4;10;398;2;2
"TQRMNORRSHKMKMCDEGGFB00788604";1;1;2023;4;10;352;2;2
"TQRMNORSRHKMKNCDEGGFB00788692";1;1;2023;4;10;374;2;2
"TQRMNORSSHMMMLCDEGGFB00852656";1;1;2023;4;10;421;2;2
"TQRMNORSWHLNLUCDEGGFB00852644";1;1;2023;4;10;416;2;2
"TQRMNORSXHLNLUCDEGGFB00852691";1;1;2023;4;10;416;2;2
"TQRMNORVSHJMLQCDEGGFB00795018";1;1;2023;4;10;431;2;2
"TQRMNORVTHMNLNCDEGGFB00852608";1;1;2023;4;10;418;2;2
"TQRMNORVUHMNLNCDEGGFB00809686";1;1;2023;4;10;418;2;2
"TQRMNORWQHJNLTCDEGGFB00797514";1;1;2023;4;10;624;2;2
"TQRMNORYQHJNLRCDEGGFB00795252";1;1;2023;4;10;400;2;2
"TQRMNOSPRHKMKOCDEGGFB00788567";1;1;2023;4;10;409;2;2
"TQRMNOSPTHJOLPCDEGGFB00796279";1;1;2023;4;10;439;2;2
"TQRMNOSVSHLMKTCDEGGFB00852624";1;1;2023;4;10;480;2;2
"TQRMNOTRPHKNLUCDEGGFB00788726";1;1;2023;4;10;453;2;2
"TQRMNOUQRHJMLMCDEGGFB00795970";1;1;2023;4;10;551;2;2
"TQRMNOPRPHMOKNCDEGIBJ00809848";1;1;2023;4;12;175;2;2
"TQRMNOPSQHJMKNCDEGIBJ00796705";1;1;2023;4;12;568;2;2
"TQRMNOPUPHJOLOCDEGIBJ00852800";1;1;2023;4;12;458;2;2
"TQRMNOPXXHLMLOCDEGIBJ00852785";1;1;2023;4;12;257;2;2
"TQRMNOPXXHLOKSCDEGIBJ00852751";1;1;2023;4;12;528;2;2
"TQRMNOQQWHKMKUCDEGIBJ00788769";1;1;2023;4;12;513;2;2
"TQRMNOQTYHJOKSCDEGIBJ00796420";1;1;2023;4;12;245;2;2
"TQRMNOQVQHKOKOCDEGIBJ00788780";1;1;2023;4;12;413;2;2
"TQRMNOQVQHKOKOCDEGIBJ00788780";2;1;2023;4;12;173;2;2
"TQRMNOQVWHKOKSCDEGIBJ00788819";1;1;2023;4;12;133;2;2
"TQRMNORQYHLMKTCDEGIBJ00852791";1;1;2023;4;12;259;2;2
"TQRMNORTWHJMLNCDEGIBJ00796962";1;1;2023;4;12;440;2;2
"TQRMNORTWHJMLNCDEGIBJ00796962";2;1;2023;4;12;383;2;2
"TQRMNORTWHJMLNCDEGIBJ00796962";3;1;2023;4;12;248;2;2
"TQRMNORUXHKMKUCDEGIBJ00788757";1;1;2023;4;12;308;2;2
"TQRMNORVVHKOLPCDEGIBJ00788817";1;1;2023;4;12;353;2;2
"TQRMNORVXHKMKUCDEGIBJ00788756";1;1;2023;4;12;218;2;2
"TQRMNORXTHLNLPCDEGIBJ00852760";1;1;2023;4;12;436;2;2
"TQRMNOSPPHMOKUCDEGIBJ00809804";1;1;2023;4;12;346;2;2
"TQRMNOSQQHLOKSCDEGIBJ00852777";1;1;2023;4;12;349;2;2
"TQRMNOSRTHKOKSCDEGIBJ00788846";1;1;2023;4;12;174;2;2
"TQRMNOSTUHMOKPCDEGIBJ00809803";1;1;2023;4;12;572;2;2
"TQRMNOSVPHLMKRCDEGIBJ00852720";1;1;2023;4;12;200;2;2
"TQRMNOTPUHJMLNCDEGIBJ00796963";1;1;2023;4;12;253;2;2
"TQRMNOTXSHKOLPCDEGIBJ00788861";1;1;2023;4;12;265;2;2
"TQRMNOYQXHJOKRCDEGIBJ00797422";1;1;2023;4;12;351;2;2
"TQRMNOPQUHLLLQCDEGJBF00853029";1;1;2023;4;13;691;2;2
"TQRMNOPQWHLLLQCDEGJBF00852982";1;1;2023;4;13;724;2;2
"TQRMNOPSWHJNMLCDEGJBF00793333";2;1;2023;4;13;516;2;2
"TQRMNOPTYHJOMOCDEGJBF00796040";1;1;2023;4;13;983;2;2
"TQRMNOPWTHKOMMCDEGJBF00788956";1;1;2023;4;13;659;2;2
"TQRMNOPWXHLOLSCDEGJBF00853005";1;1;2023;4;13;675;2;2
"TQRMNOPWYHKOMMCDEGJBF00789110";1;1;2023;4;13;587;2;2
"TQRMNOPWYHLOLSCDEGJBF00852932";1;1;2023;4;13;672;2;2
"TQRMNOPXSHLNKPCDEGJBF00852985";1;1;2023;4;13;479;2;2
"TQRMNOPXUHKMLPCDEGJBF00789122";1;1;2023;4;13;617;2;2
"TQRMNOPXUHLNKPCDEGJBF00853017";1;1;2023;4;13;510;2;2
"TQRMNOQQYHKNMOCDEGJBF00788930";1;1;2023;4;13;568;2;2
"TQRMNOQRQHJOMNCDEGJBF00795859";1;1;2023;4;13;919;2;2
"TQRMNOQSUHJNLUCDEGJBF00797143";1;1;2023;4;13;603;2;2
"TQRMNOQSUHMNKQCDEGJBF00810071";1;1;2023;4;13;718;2;2
"TQRMNOQSVHKNKRCDEGJBF00789114";1;1;2023;4;13;470;2;2
"TQRMNOQSVHLMLTCDEGJBF00852920";1;1;2023;4;13;624;2;2
"TQRMNOQSXHJNLUCDEGJBF00852918";1;1;2023;4;13;607;2;2
"TQRMNOQTQHLMLTCDEGJBF00852824";1;1;2023;4;13;638;2;2
"TQRMNOQTUHLOKRCDEGJBF00852988";1;1;2023;4;13;695;2;2
"TQRMNOQUUHJOKOCDEGJBF00796636";2;1;2023;4;13;702;2;2
"TQRMNOQUVHJOKOCDEGJBF00796637";1;1;2023;4;13;1019;2;2
"TQRMNOQVYHJOKMCDEGJBF00796872";1;1;2023;4;13;778;2;2
"TQRMNOQVYHLOLPCDEGJBF00852901";1;1;2023;4;13;845;2;2
"TQRMNOQWRHJOKMCDEGJBF00797565";1;1;2023;4;13;865;2;2
"TQRMNOQWRHLOLPCDEGJBF00852819";1;1;2023;4;13;1053;2;2
"TQRMNOQYRHLMLUCDEGJBF00852916";1;1;2023;4;13;709;2;2
"TQRMNOQYWHJMLTCDEGJBF00793766";1;1;2023;4;13;617;2;2
"TQRMNOQYXHJMLTCDEGJBF00793332";1;1;2023;4;13;710;2;2
"TQRMNORPVHJNKNCDEGJBF00797315";1;1;2023;4;13;529;2;2
"TQRMNORQUHLNKPCDEGJBF00853018";1;1;2023;4;13;476;2;2
"TQRMNORQWHMOKMCDEGJBF00809904";1;1;2023;4;13;549;2;2
"TQRMNORSPHJMMPCDEGJBF00793556";1;1;2023;4;13;1227;2;2
"TQRMNORSSHLMKMCDEGJBF00853002";1;1;2023;4;13;621;2;2
"TQRMNORUWHLNKPCDEGJBF00852943";1;1;2023;4;13;534;2;2
"TQRMNORVSHLMLTCDEGJBF00852950";1;1;2023;4;13;718;2;2
"TQRMNORWVHKOMMCDEGJBF00788954";1;1;2023;4;13;676;2;2
"TQRMNORXTHKOMLCDEGJBF00789102";1;1;2023;4;13;621;2;2
"TQRMNORYQHMNKQCDEGJBF00809926";1;1;2023;4;13;543;2;2
"TQRMNORYRHLNKPCDEGJBF00852885";1;1;2023;4;13;548;2;2
"TQRMNORYRHMNKQCDEGJBF00809917";1;1;2023;4;13;514;2;2
"TQRMNORYTHMLLSCDEGJBF00810047";1;1;2023;4;13;658;2;2
"TQRMNORYTHMNKQCDEGJBF00810099";1;1;2023;4;13;539;2;2
"TQRMNOSQPHJNLUCDEGJBF00797452";1;1;2023;4;13;522;2;2
"TQRMNOSQRHJNLUCDEGJBF00852842";1;1;2023;4;13;560;2;2
"TQRMNOSQRHLNKPCDEGJBF00852897";1;1;2023;4;13;515;2;2
"TQRMNOSQSHJNLUCDEGJBF00796577";1;1;2023;4;13;493;2;2
"TQRMNOSRQHKOMLCDEGJBF00788917";1;1;2023;4;13;834;2;2
"TQRMNOSRRHKOMLCDEGJBF00796221";1;1;2023;4;13;579;2;2
"TQRMNOSSQHJOLQCDEGJBF00794906";1;1;2023;4;13;585;2;2
"TQRMNOSSTHLNKOCDEGJBF00853016";1;1;2023;4;13;302;2;2
"TQRMNOSVRHLOKQCDEGJBF00852891";1;1;2023;4;13;850;2;2
"TQRMNOSVSHKMMPCDEGJBF00788985";1;1;2023;4;13;1040;2;2
"TQRMNOSWSHMOKRCDEGJBF00810009";1;1;2023;4;13;1267;2;2
"TQRMNOTVXHMOKRCDEGJBF00809920";1;1;2023;4;13;1340;2;2
"TQSMNOPXSHLNKPCDEGJBF00852831";1;1;2023;4;13;651;2;2
"TQRMNOPPSHMOLLCDEGKDB00853064";1;1;2023;4;14;143;2;2
"TQRMNOPPXHMMKPCDEGKDB00853054";1;1;2023;4;14;122;2;2
"TQRMNOPQQHMOLLCDEGKDB00810115";1;1;2023;4;14;124;2;2
"TQRMNOPQSHMOLLCDEGKDB00810174";1;1;2023;4;14;109;2;2
"TQRMNOPRSHKMLPCDEGKDB00789245";1;1;2023;4;14;112;2;2
"TQRMNOPTSHJMLLCDEGKDB00798144";1;1;2023;4;14;110;2;2
"TQRMNOPTUHKMLQCDEGKDB00789381";1;1;2023;4;14;97;2;2
"TQRMNOPUTHKOKNCDEGKDB00789323";1;1;2023;4;14;213;2;2
"TQRMNOPUUHKOKNCDEGKDB00853099";1;1;2023;4;14;213;2;2
"TQRMNOPUVHKOKNCDEGKDB00789324";1;1;2023;4;14;90;2;2
"TQRMNOPWTHKOKMCDEGKDB00789188";1;1;2023;4;14;86;2;2
"TQRMNOPWYHJOKUCDEGKDB00796619";1;1;2023;4;14;47;2;2
"TQRMNOPXQHJOKUCDEGKDB00799900";1;1;2023;4;14;107;2;2
"TQRMNOPYPHKOKSCDEGKDB00789370";2;1;2023;4;14;120;2;2
"TQRMNOPYSHKOKSCDEGKDB00789357";1;1;2023;4;14;124;2;2
"TQRMNOQPUHMMKOCDEGKDB00810178";1;1;2023;4;14;46;2;2
"TQRMNOQPYHJNKPCDEGKDB00853079";1;1;2023;4;14;52;2;2
"TQRMNOQQPHKNKNCDEGKDB00789268";1;1;2023;4;14;103;2;2
"TQRMNOQQQHJNKPCDEGKDB00796745";1;1;2023;4;14;170;2;2
"TQRMNOQSSHMOKUCDEGKDB00810121";1;1;2023;4;14;111;2;2
"TQRMNOQVTHJMKQCDEGKDB00797351";1;1;2023;4;14;66;2;2
"TQRMNOQVVHKOKRCDEGKDB00789317";1;1;2023;4;14;98;2;2
"TQRMNORPVHMLLNCDEGKDB00810124";1;1;2023;4;14;77;2;2
"TQRMNORPYHKNKQCDEGKDB00789273";1;1;2023;4;14;84;2;2
"TQRMNORQRHKMKOCDEGKDB00810185";1;1;2023;4;14;120;2;2
"TQRMNORSQHKMKOCDEGKDB00789203";1;1;2023;4;14;114;2;2
"TQRMNORSVHKMKOCDEGKDB00789295";1;1;2023;4;14;118;2;2
"TQRMNORTQHMMKPCDEGKDB00853056";1;1;2023;4;14;127;2;2
"TQRMNORXYHKOKOCDEGKDB00789156";2;1;2023;4;14;104;2;2
"TQRMNOSPYHMOKQCDEGKDB00853046";1;1;2023;4;14;115;2;2
"TQRMNOSQSHKOKNCDEGKDB00789198";1;1;2023;4;14;179;2;2
"TQRMNOSQTHKOKNCDEGKDB00789205";1;1;2023;4;14;168;2;2
"TQRMNOSQUHKOKNCDEGKDB00789199";2;1;2023;4;14;213;2;2
"TQRMNOSRVHKMLNCDEGKDB00789292";1;1;2023;4;14;145;2;2
"TQRMNOSSYHKOKSCDEGKDB00789344";1;1;2023;4;14;96;2;2
"TQRMNOSVVHJOKMCDEGKDB00795721";1;1;2023;4;14;235;2;2
"TQRMNOSVWHJOKMCDEGKDB00796690";1;1;2023;4;14;206;2;2
"TQRMNOSWWHJMKRCDEGKDB00798027";1;1;2023;4;14;133;2;2
"TQRMNOSXUHJMKQCDEGKDB00795650";1;1;2023;4;14;112;2;2
"TQRMNOTVPHLMLLCDEGKDB00853071";1;1;2023;4;14;127;2;2
"TQRMNOVQXHKMLNCDEGKDB00789238";1;1;2023;4;14;105;2;2
"TQRMNOYPPHJOKMCDEGKDB00793698";1;1;2023;4;14;251;2;2
"TQSMNOPUVHJOKNCDEGKDB00795647";1;1;2023;4;14;191;2;2
"TQTMNOSXUHJMKQCDEGKDB00793775";1;1;2023;4;14;92;2;2
"TQRMNOPUTHMNLQCDEGLDF00810313";1;1;2023;4;15;140;2;2
"TQRMNOQVQHLLKTCDEGLDF00853176";1;1;2023;4;15;199;2;2
"TQRMNOQVSHMNLNCDEGLDF00810250";1;1;2023;4;15;144;2;2
"TQRMNOQYQHMNLQCDEGLDF00810225";1;1;2023;4;15;179;2;2
"TQRMNORQUHMMKTCDEGLDF00810333";1;1;2023;4;15;144;2;2
"TQRMNORUSHLOKUCDEGLDF00853203";1;1;2023;4;15;207;2;2
"TQRMNORUVHLOKUCDEGLDF00853189";1;1;2023;4;15;138;2;2
"TQRMNORVQHLOLLCDEGLDF00853214";1;1;2023;4;15;177;2;2
"TQRMNORVRHLOLLCDEGLDF00853182";1;1;2023;4;15;128;2;2
"TQRMNORXVHLMKRCDEGLDF00853154";1;1;2023;4;15;166;2;2
"TQRMNOSRWHLNKQCDEGLDF00853172";1;1;2023;4;15;265;2;2
"TQRMNOTTYHKMKOCDEGLDF00789396";1;1;2023;4;15;172;2;2
"TQRMNOTXXHKOLNCDEGLDF00789430";1;1;2023;4;15;230;2;2
"TQRMNOUTRHKOLNCDEGLDF00810252";1;1;2023;4;15;282;2;2
"TQRMNOPRSHMKKPCDEGNFJ00810451";1;1;2023;4;17;172;2;2
"TQRMNOPSQHLNKMCDEGNFJ00853317";1;1;2023;4;17;157;2;2
"TQRMNOPTQHMOKRCDEGNFJ00810340";1;1;2023;4;17;211;2;2
"TQRMNOPTRHMOKRCDEGNFJ00810435";1;1;2023;4;17;211;2;2
"TQRMNOPTSHLOLMCDEGNFJ00853287";1;1;2023;4;17;174;2;2
"TQRMNOPUTHLOKTCDEGNFJ00853260";1;1;2023;4;17;260;2;2
"TQRMNOPVRHJNLLCDEGNFJ00796326";1;1;2023;4;17;170;2;2
"TQRMNOPVVHJNLLCDEGNFJ00793748";1;1;2023;4;17;230;2;2
"TQRMNOPWRHKMKUCDEGNFJ00789532";1;1;2023;4;17;198;2;2
"TQRMNOPXVHMNLMCDEGNFJ00810453";1;1;2023;4;17;326;2;2
"TQRMNOPYPHKNKOCDEGNFJ00810358";1;1;2023;4;17;275;2;2
"TQRMNOQQSHLLKOCDEGNFJ00853275";1;1;2023;4;17;213;2;2
"TQRMNOQRSHMOLLCDEGNFJ00810429";1;1;2023;4;17;301;2;2
"TQRMNOQSYHMOLPCDEGNFJ00810410";2;1;2023;4;17;281;2;2
"TQRMNOQTSHMKKPCDEGNFJ00810381";1;1;2023;4;17;156;2;2
"TQRMNOQVRHJOKMCDEGNFJ00796863";1;1;2023;4;17;270;2;2
"TQRMNOQVYHJMLNCDEGNFJ00795417";2;1;2023;4;17;145;2;2
"TQRMNOQWYHKOKQCDEGNFJ00789552";1;1;2023;4;17;146;2;2
"TQRMNOQXQHKOKQCDEGNFJ00794715";1;1;2023;4;17;325;2;2
"TQRMNORPSHLOKTCDEGNFJ00853298";1;1;2023;4;17;174;2;2
"TQRMNORSWHKNKOCDEGNFJ00789593";1;1;2023;4;17;191;2;2
"TQRMNORSWHKOKQCDEGNFJ00789544";1;1;2023;4;17;290;2;2
"TQRMNORSXHKNKOCDEGNFJ00789594";1;1;2023;4;17;155;2;2
"TQRMNORSYHKNKOCDEGNFJ00789618";1;1;2023;4;17;171;2;2
"TQRMNORTPHKNKOCDEGNFJ00789616";1;1;2023;4;17;293;2;2
"TQRMNORTWHKOKNCDEGNFJ00789609";1;1;2023;4;17;160;2;2
"TQRMNORUWHLMLNCDEGNFJ00853294";1;1;2023;4;17;205;2;2
"TQRMNORVPHLMLNCDEGNFJ00853295";1;1;2023;4;17;271;2;2
"TQRMNORVVHKMLPCDEGNFJ00793749";1;1;2023;4;17;164;2;2
"TQRMNORVWHKMLPCDEGNFJ00789573";1;1;2023;4;17;203;2;2
"TQRMNORVXHKLKSCDEGNFJ00810471";1;1;2023;4;17;202;2;2
"TQRMNORVYHKMLPCDEGNFJ00853304";1;1;2023;4;17;164;2;2
"TQRMNORWWHKNKOCDEGNFJ00795678";1;1;2023;4;17;250;2;2
"TQRMNOSPVHKOLQCDEGNFJ00789588";1;1;2023;4;17;261;2;2
"TQRMNOSPXHKOLQCDEGNFJ00789612";1;1;2023;4;17;150;2;2
"TQRMNOSPYHKOLQCDEGNFJ00789611";1;1;2023;4;17;288;2;2
"TQRMNOSQVHJOKRCDEGNFJ00795156";1;1;2023;4;17;264;2;2
"TQRMNOSQVHMNKUCDEGNFJ00810394";1;1;2023;4;17;158;2;2
"TQRMNOSQWHJOKRCDEGNFJ00800186";1;1;2023;4;17;131;2;2
"TQRMNOSWSHLMLPCDEGNFJ00853339";1;1;2023;4;17;147;2;2
"TQRMNOSWUHKKKMCDEGNFJ00789521";1;1;2023;4;17;335;2;2
"TQRMNOSYYHKMLPCDEGNFJ00789574";1;1;2023;4;17;365;2;2
"TQRMNOTQPHKMLNCDEGNFJ00789602";1;1;2023;4;17;212;2;2
"TQRMNOTQSHJMLPCDEGNFJ00794592";1;1;2023;4;17;169;2;2
"TQRMNOTRYHJOKQCDEGNFJ00794822";1;1;2023;4;17;147;2;2
"TQRMNOTYSHMOKTCDEGNFJ00853259";1;1;2023;4;17;178;2;2
"TQRMNOPPYHLOKSCDEGOIH00853447";1;1;2023;4;18;197;2;2
"TQRMNOPQSHJOLPCDEGOIH00794437";1;1;2023;4;18;183;2;2
"TQRMNOPSXHMMKUCDEGOIH00810556";1;1;2023;4;18;179;2;2
"TQRMNOPUXHKOKUCDEGOIH00789744";1;1;2023;4;18;281;2;2
"TQRMNOPYQHLMKQCDEGOIH00853458";1;1;2023;4;18;355;2;2
"TQRMNOQPRHLMLPCDEGOIH00853442";1;1;2023;4;18;215;2;2
"TQRMNOQRUHLOKPCDEGOIH00853388";1;1;2023;4;18;240;2;2
"TQRMNOQRXHKMKNCDEGOIH00789752";1;1;2023;4;18;209;2;2
"TQRMNOQUQHJMKNCDEGOIH00794884";1;1;2023;4;18;277;2;2
"TQRMNOQXQHMOKNCDEGOIH00810563";1;1;2023;4;18;244;2;2
"TQRMNOQYXHJMKPCDEGOIH00794167";1;1;2023;4;18;190;2;2
"TQRMNORPSHKOKPCDEGOIH00789634";1;1;2023;4;18;248;2;2
"TQRMNORPSHLMLLCDEGOIH00853397";1;1;2023;4;18;257;2;2
"TQRMNORRVHKMLOCDEGOIH00789742";1;1;2023;4;18;186;2;2
"TQRMNORTWHJOLPCDEGOIH00794283";1;1;2023;4;18;255;2;2
"TQRMNORTXHJOLPCDEGOIH00795863";1;1;2023;4;18;346;2;2
"TQRMNORUQHJOLPCDEGOIH00794284";2;1;2023;4;18;303;2;2
"TQRMNORWXHKOKUCDEGOIH00789685";1;1;2023;4;18;188;2;2
"TQRMNORXRHMMLLCDEGOIH00853448";1;1;2023;4;18;484;2;2
"TQRMNORYQHKOKUCDEGOIH00789686";1;1;2023;4;18;184;2;2
"TQRMNOSSYHJKLLCDEGOIH00800325";1;1;2023;4;18;514;2;2
"TQRMNOSUYHLLLQCDEGOIH00853429";1;1;2023;4;18;198;2;2
"TQRMNOSWSHKOLNCDEGOIH00789689";1;1;2023;4;18;153;2;2
"TQRMNOSYTHLNKOCDEGOIH00853387";1;1;2023;4;18;332;2;2
"TQRMNOTPRHMMLLCDEGOIH00810509";1;1;2023;4;18;213;2;2
"TQRMNOTPWHKKLPCDEGOIH00853421";1;1;2023;4;18;464;2;2
"TQRMNOTYSHLOLOCDEGOIH00853424";1;1;2023;4;18;276;2;2
"TQRMNOTYTHKOKUCDEGOIH00789695";1;1;2023;4;18;160;2;2
"TQRMNOTYTHLOLOCDEGOIH00853465";1;1;2023;4;18;663;2;2
"TQRMNPTSRHMOKNCDEGOIH00810551";1;1;2023;4;18;189;2;2
"TQRMNPTSSHMOKNCDEGOIH00810590";1;1;2023;4;18;174;2;2
"TQRMNPTSTHMOKNCDEGOIH00810529";1;1;2023;4;18;340;2;2
"TQRMNOPPVHKOKOCDEGPDJ00789819";1;1;2023;4;19;323;2;2
"TQRMNOPPXHKOKOCDEGPDJ00789815";1;1;2023;4;19;251;2;2
"TQRMNOPPYHKOKOCDEGPDJ00789868";1;1;2023;4;19;351;2;2
"TQRMNOPQVHLMLNCDEGPDJ00853466";1;1;2023;4;19;262;2;2
"TQRMNOPRQHKMKSCDEGPDJ00789847";1;1;2023;4;19;115;2;2
"TQRMNOPRVHLNKPCDEGPDJ00853520";1;1;2023;4;19;247;2;2
"TQRMNOPTVHLNLOCDEGPDJ00853473";1;1;2023;4;19;211;2;2
"TQRMNOPXYHLLKRCDEGPDJ00853592";1;1;2023;4;19;119;2;2
"TQRMNOPYYHKMKPCDEGPDJ00789822";1;1;2023;4;19;193;2;2
"TQRMNOQPXHKOKRCDEGPDJ00789818";1;1;2023;4;19;121;2;2
"TQRMNOQPYHJMLQCDEGPDJ00795364";1;1;2023;4;19;115;2;2
"TQRMNOQPYHLNKPCDEGPDJ00853538";1;1;2023;4;19;202;2;2
"TQRMNOQSVHKOLPCDEGPDJ00789865";1;1;2023;4;19;217;2;2
"TQRMNOQTQHKNLQCDEGPDJ00789841";1;1;2023;4;19;150;2;2
"TQRMNOQYXHKMKSCDEGPDJ00789842";2;1;2023;4;19;247;2;2
"TQRMNORPTHMMLPCDEGPDJ00810694";1;1;2023;4;19;309;2;2
"TQRMNORRPHMMKRCDEGPDJ00810688";1;1;2023;4;19;293;2;2
"TQRMNORRYHMOLOCDEGPDJ00810631";2;1;2023;4;19;299;2;2
"TQRMNORTVHKMKQCDEGPDJ00789864";2;1;2023;4;19;253;2;2
"TQRMNORUYHMOKOCDEGPDJ00810703";1;1;2023;4;19;363;2;2
"TQRMNORVVHMOKQCDEGPDJ00810621";1;1;2023;4;19;184;2;2
"TQRMNOSPSHLOKQCDEGPDJ00853589";1;1;2023;4;19;125;2;2
"TQRMNOSPUHJMKSCDEGPDJ00794979";1;1;2023;4;19;224;2;2
"TQRMNOSQUHKOKRCDEGPDJ00789880";2;1;2023;4;19;121;2;2
"TQRMNOSRPHKOKMCDEGPDJ00789826";1;1;2023;4;19;308;2;2
"TQRMNOSSQHMOKPCDEGPDJ00810604";2;1;2023;4;19;303;2;2
"TQRMNOSTWHKOKMCDEGPDJ00853536";1;1;2023;4;19;305;2;2
"TQRMNOUWWHLOLPCDEGPDJ00853545";1;1;2023;4;19;155;2;2
"TQRMNOQRRHKMLNCDEHGHJ00789910";1;1;2023;4;20;108;2;2
"TQRMNOQYQHLMLMCDEHGHJ00853633";1;1;2023;4;20;128;2;2
"TQRMNORRTHKNKTCDEHGHJ00789953";1;1;2023;4;20;113;2;2
"TQRMNORRUHKNKTCDEHGHJ00789965";1;1;2023;4;20;126;2;2
"TQRMNOSPQHKKKQCDEHGHJ00789913";1;1;2023;4;20;135;2;2
"TQRMNOSUQHJMKPCDEHGHJ00853608";1;1;2023;4;20;105;2;2
"TQRMNOSWTHMMKSCDEHGHJ00853693";1;1;2023;4;20;141;2;2
"TQRMNOSWUHMMKSCDEHGHJ00810732";2;1;2023;4;20;141;2;2
"TQRMNOPUUHJLLNCDEHIBB00797308";1;1;2023;4;22;114;2;2
"TQRMNOPUYHMMKSCDEHIBB00810841";1;1;2023;4;22;87;2;2
"TQRMNOPXPHLMLNCDEHIBB00853787";1;1;2023;4;22;112;2;2
"TQRMNOQXVHJMLOCDEHIBB00796297";1;1;2023;4;22;105;2;2
"TQRMNOQYPHMNLLCDEHIBB00810829";1;1;2023;4;22;102;2;2
"TQRMNORRVHLOLQCDEHIBB00853755";1;1;2023;4;22;118;2;2
"TQRMNORSUHLOKTCDEHIBB00853721";1;1;2023;4;22;131;2;2
"TQRMNORVXHLOKSCDEHIBB00853778";1;1;2023;4;22;109;2;2
"TQRMNOSPVHMNLQCDEHIBB00810855";1;1;2023;4;22;96;2;2
"TQRMNOSVSHJNKSCDEHIBB00796854";1;1;2023;4;22;89;2;2
"TQRMNOUVWHJOLQCDEHIBB00796871";1;1;2023;4;22;309;2;2
"TQRMNOXWRHJMLPCDEHIBB00793915";1;1;2023;4;22;83;2;2
"TQRMNOPQXHJMKTCDEHJGH00794088";1;1;2023;4;23;223;2;2
"TQRMNOPRQHLOKOCDEHJGH00853856";1;1;2023;4;23;370;2;2
"TQRMNOPRRHKOLQCDEHJGH00790160";1;1;2023;4;23;121;2;2
"TQRMNOPUYHLOLRCDEHJGH00853819";1;1;2023;4;23;249;2;2
"TQRMNOPVWHJOMMCDEHJGH00795292";1;1;2023;4;23;381;2;2
"TQRMNOPWSHJNLRCDEHJGH00795746";1;1;2023;4;23;271;2;2
"TQRMNOPWUHKMLPCDEHJGH00790233";1;1;2023;4;23;191;2;2
"TQRMNOPXVHMOKOCDEHJGH00810944";1;1;2023;4;23;325;2;2
"TQRMNOQPSHKMKNCDEHJGH00790210";1;1;2023;4;23;178;2;2
"TQRMNOQPSHKMKNCDEHJGH00790210";2;1;2023;4;23;217;2;2
"TQRMNOQRTHMMLPCDEHJGH00810995";1;1;2023;4;23;180;2;2
"TQRMNOQTSHJMKTCDEHJGH00794089";1;1;2023;4;23;223;2;2
